"Date of Download: 2026-07-14_20:11:57"
"Search Parameters: Data Level:all  Trait List:  Trial List:9827,10416,9775  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 12|boiling time 20 minutes|COMP:0000287","Change in weight after boiling computation percentage|month 12|boiling time 30 minutes|COMP:0000288","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching angle in degrees|CO_334:0002082","branching level counting|CO_334:0000079","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","frog skin disease : visual 1-5|CO_334:0000093","hydrogen cyanide ug/g wet basis|month 12|COMP:0000324","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","lodged plants estimation 1-3|month 6|COMP:0000208","marketable root number counting|CO_334:0000169","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722231","GM13726A-10","","plant","3924271","202177DVGST_momi_rep1_GM13726A-10_111_plant_1","1","1","111","4","18","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722231","GM13726A-10","","plant","3924272","202177DVGST_momi_rep1_GM13726A-10_111_plant_2","1","1","111","4","18","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722231","GM13726A-10","","plant","3924273","202177DVGST_momi_rep1_GM13726A-10_111_plant_3","1","1","111","4","18","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722231","GM13726A-10","","plant","3924274","202177DVGST_momi_rep1_GM13726A-10_111_plant_4","1","1","111","4","18","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722231","GM13726A-10","","plant","3924275","202177DVGST_momi_rep1_GM13726A-10_111_plant_5","1","1","111","4","18","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722231","GM13726A-10","","plant","3924276","202177DVGST_momi_rep1_GM13726A-10_111_plant_6","1","1","111","4","18","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722231","GM13726A-10","","plant","3924277","202177DVGST_momi_rep1_GM13726A-10_111_plant_7","1","1","111","4","18","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722231","GM13726A-10","","plant","3924278","202177DVGST_momi_rep1_GM13726A-10_111_plant_8","1","1","111","4","18","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722230","GM13726A-1","","plot","3921947","202177DVGST_momi_rep1_GM13726A-1_41","1","1","41","2","24","test","","","","","","90","3","","32.9006988564168","","90","28.021978021978","10.2","","","4","1","","15","8","4","1","220","30","4","3","1","3","2","4350","415","","4","1","2","1","2"," (Operator: lizbethpino, Time: ), Pt2:NonLeaf:Pt1 (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722230","GM13726A-1","","plant","3926031","202177DVGST_momi_rep1_GM13726A-1_41_plant_1","1","1","41","2","24","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722230","GM13726A-1","","plant","3926032","202177DVGST_momi_rep1_GM13726A-1_41_plant_2","1","1","41","2","24","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722230","GM13726A-1","","plant","3926033","202177DVGST_momi_rep1_GM13726A-1_41_plant_3","1","1","41","2","24","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722230","GM13726A-1","","plant","3926034","202177DVGST_momi_rep1_GM13726A-1_41_plant_4","1","1","41","2","24","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722230","GM13726A-1","","plant","3926035","202177DVGST_momi_rep1_GM13726A-1_41_plant_5","1","1","41","2","24","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722230","GM13726A-1","","plant","3926036","202177DVGST_momi_rep1_GM13726A-1_41_plant_6","1","1","41","2","24","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722230","GM13726A-1","","plant","3926037","202177DVGST_momi_rep1_GM13726A-1_41_plant_7","1","1","41","2","24","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722230","GM13726A-1","","plant","3926038","202177DVGST_momi_rep1_GM13726A-1_41_plant_8","1","1","41","2","24","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722232","GM13726A-2","","plot","3922198","202177DVGST_momi_rep1_GM13726A-2_348","1","1","348","11","28","test","","","","","","85","4","","30.9117486338798","","35","17.3076923076923","6.3","","","4","1","","6","8","4","3","270","30","2","1","1","3","2","4800","408","","4","1","3","1","2","BadGerm:Pt3 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722232","GM13726A-2","","plant","3923983","202177DVGST_momi_rep1_GM13726A-2_348_plant_1","1","1","348","11","28","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722232","GM13726A-2","","plant","3923984","202177DVGST_momi_rep1_GM13726A-2_348_plant_2","1","1","348","11","28","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722232","GM13726A-2","","plant","3923985","202177DVGST_momi_rep1_GM13726A-2_348_plant_3","1","1","348","11","28","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722232","GM13726A-2","","plant","3923986","202177DVGST_momi_rep1_GM13726A-2_348_plant_4","1","1","348","11","28","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722232","GM13726A-2","","plant","3923987","202177DVGST_momi_rep1_GM13726A-2_348_plant_5","1","1","348","11","28","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722232","GM13726A-2","","plant","3923988","202177DVGST_momi_rep1_GM13726A-2_348_plant_6","1","1","348","11","28","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722232","GM13726A-2","","plant","3923989","202177DVGST_momi_rep1_GM13726A-2_348_plant_7","1","1","348","11","28","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722232","GM13726A-2","","plant","3923990","202177DVGST_momi_rep1_GM13726A-2_348_plant_8","1","1","348","11","28","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722233","GM13726A-3","","plot","3922215","202177DVGST_momi_rep1_GM13726A-3_183","1","1","183","6","10","test","","","","","","75","3","","29.6324457593688","","140","26.3736263736264","9.6","","","4","1","","11","8","4","3","260","20","4","1","1","3","2","3850","301","","4","1","3","2","2","NonLeaf:Pt4 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722233","GM13726A-3","","plant","3924319","202177DVGST_momi_rep1_GM13726A-3_183_plant_1","1","1","183","6","10","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722233","GM13726A-3","","plant","3924320","202177DVGST_momi_rep1_GM13726A-3_183_plant_2","1","1","183","6","10","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722233","GM13726A-3","","plant","3924321","202177DVGST_momi_rep1_GM13726A-3_183_plant_3","1","1","183","6","10","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722233","GM13726A-3","","plant","3924322","202177DVGST_momi_rep1_GM13726A-3_183_plant_4","1","1","183","6","10","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722233","GM13726A-3","","plant","3924323","202177DVGST_momi_rep1_GM13726A-3_183_plant_5","1","1","183","6","10","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722233","GM13726A-3","","plant","3924324","202177DVGST_momi_rep1_GM13726A-3_183_plant_6","1","1","183","6","10","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722233","GM13726A-3","","plant","3924325","202177DVGST_momi_rep1_GM13726A-3_183_plant_7","1","1","183","6","10","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722233","GM13726A-3","","plant","3924326","202177DVGST_momi_rep1_GM13726A-3_183_plant_8","1","1","183","6","10","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722234","GM13726A-4","","plot","3922561","202177DVGST_momi_rep1_GM13726A-4_12","1","1","12","1","12","test","","","","","","80","4","","35.0538495971352","","60","36.2637362637363","13.2","","","4","1","","22","8","4","2","240","30","3","2","1","3","2","5000","532","","3","1","2","1","2"," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722234","GM13726A-4","","plant","3924535","202177DVGST_momi_rep1_GM13726A-4_12_plant_1","1","1","12","1","12","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722234","GM13726A-4","","plant","3924536","202177DVGST_momi_rep1_GM13726A-4_12_plant_2","1","1","12","1","12","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722234","GM13726A-4","","plant","3924537","202177DVGST_momi_rep1_GM13726A-4_12_plant_3","1","1","12","1","12","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722234","GM13726A-4","","plant","3924538","202177DVGST_momi_rep1_GM13726A-4_12_plant_4","1","1","12","1","12","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722234","GM13726A-4","","plant","3924539","202177DVGST_momi_rep1_GM13726A-4_12_plant_5","1","1","12","1","12","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722234","GM13726A-4","","plant","3924540","202177DVGST_momi_rep1_GM13726A-4_12_plant_6","1","1","12","1","12","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722234","GM13726A-4","","plant","3924541","202177DVGST_momi_rep1_GM13726A-4_12_plant_7","1","1","12","1","12","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722234","GM13726A-4","","plant","3924542","202177DVGST_momi_rep1_GM13726A-4_12_plant_8","1","1","12","1","12","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722235","GM13726A-5","","plot","3922191","202177DVGST_momi_rep1_GM13726A-5_6","1","1","6","1","6","test","","","","","","80","5","","35.9557977736549","","130","53.2967032967033","19.4","","","5","1","","27","10","4","2","280","30","4","3","2","3","2","4850","538","","4","2","3","1","2"," (Operator: lizbethpino, Time: ), Pt2 (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722235","GM13726A-5","","plant","3924047","202177DVGST_momi_rep1_GM13726A-5_6_plant_1","1","1","6","1","6","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722235","GM13726A-5","","plant","3924048","202177DVGST_momi_rep1_GM13726A-5_6_plant_2","1","1","6","1","6","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722235","GM13726A-5","","plant","3924049","202177DVGST_momi_rep1_GM13726A-5_6_plant_3","1","1","6","1","6","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722235","GM13726A-5","","plant","3924050","202177DVGST_momi_rep1_GM13726A-5_6_plant_4","1","1","6","1","6","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722235","GM13726A-5","","plant","3924051","202177DVGST_momi_rep1_GM13726A-5_6_plant_5","1","1","6","1","6","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722235","GM13726A-5","","plant","3924052","202177DVGST_momi_rep1_GM13726A-5_6_plant_6","1","1","6","1","6","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722235","GM13726A-5","","plant","3924053","202177DVGST_momi_rep1_GM13726A-5_6_plant_7","1","1","6","1","6","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722235","GM13726A-5","","plant","3924054","202177DVGST_momi_rep1_GM13726A-5_6_plant_8","1","1","6","1","6","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722236","GM13726A-6","","plot","3922233","202177DVGST_momi_rep1_GM13726A-6_126","1","1","126","4","3","test","","","","","","80","4","","30.5519788621542","","90","38.4615384615385","14","","","4","1","","15","10","4","3","250","20","4","1","3","3","2","4850","403","","4","3","4","2","2"," (Operator: lizbethpino, Time: ), Pt3:NonLeaf:Pt4 (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722236","GM13726A-6","","plant","3924183","202177DVGST_momi_rep1_GM13726A-6_126_plant_1","1","1","126","4","3","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722236","GM13726A-6","","plant","3924184","202177DVGST_momi_rep1_GM13726A-6_126_plant_2","1","1","126","4","3","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722236","GM13726A-6","","plant","3924185","202177DVGST_momi_rep1_GM13726A-6_126_plant_3","1","1","126","4","3","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722236","GM13726A-6","","plant","3924186","202177DVGST_momi_rep1_GM13726A-6_126_plant_4","1","1","126","4","3","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722236","GM13726A-6","","plant","3924187","202177DVGST_momi_rep1_GM13726A-6_126_plant_5","1","1","126","4","3","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","9775","202177DVGST_momi","202177DVGST_momi","RCBD","1.3","2.8","","no","no","2021-July-03","2022-March-30","127","Momil. Cordoba, Colombia","2722236","GM13726A-6","","plant","3924188","202177DVGST_momi_rep1_GM13726A-6_126_plant_6","1","1","126","4","3","test","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
