"Date of Download: 2023-05-16_16:57:23"
"Search Parameters: Data Level:all  Trait List:  Trial List:9827,10416,9775,10793,11237  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 12|boiling time 20 minutes|COMP:0000287","Change in weight after boiling computation percentage|month 12|boiling time 30 minutes|COMP:0000288","branching angle in degrees|CO_334:0002082","branching level counting|CO_334:0000079","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","frog skin disease : visual 1-5|CO_334:0000093","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","lodged plants estimation 1-3|month 6|COMP:0000208","marketable root number counting|CO_334:0000169","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722126","GM13358A-4","","plot","4407611","202176DVGST_repe_rep1_GM13358A-4_170","1","1","170","6","23","test","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","0","","","","","Flecos. Muy Mala (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722127","GM13358A-5","","plot","4407156","202176DVGST_repe_rep1_GM13358A-5_186","1","1","186","6","7","test","","","","0","0","1","35.3273349937733","","220","2.64423076923077","1.1","","4","","1","0","4","4","4","220","30","1","3","1","4","1","900","97","","1","2","2","3","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722128","GM13358A-6","","plot","4407785","202176DVGST_repe_rep1_GM13358A-6_142","1","1","142","5","14","test","","","","90","4","1","33.9900444938821","","130","39.9038461538462","16.6","","4","","1","23","12","4","2","300","30","2","3","2","1","3","4000","404","","2","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722129","GM13358A-7","","plot","4407824","202176DVGST_repe_rep1_GM13358A-7_262","1","1","262","9","6","test","","","","70","3","1","34.7274364702597","","95","35.3365384615385","14.7","","5","","2","22","12","4","2","280","30","4","3","1","2","3","4000","419","","4","2","3","2","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722130","GM13358A-8","","plot","4407430","202176DVGST_repe_rep1_GM13358A-8_319","1","1","319","10","2","test","","","","70","3","1","35.8844683584966","","150","16.3461538461538","6.8","","5","","1","14","12","4","2","310","40","4","3","1","3","2","3500","387","","4","2","2","1","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722131","GM13358A-9","","plot","4407932","202176DVGST_repe_rep1_GM13358A-9_220","1","1","220","7","28","test","","","","0","0","1","","","230","0.721153846153846","0.3","","3","","1","0","4","4","4","230","30","1","2","1","5","1","","","","2","1","2","1","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722177","GM13514A-10","","plot","4407568","202176DVGST_repe_rep1_GM13514A-10_119","1","1","119","4","10","test","","","","90","1","1","34.8995761473253","","150","28.125","11.7","","3","","1","20","12","4","3","300","30","3","1","1","2","3","3825","404","","3","1","3","5","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722132","GM13514A-1","","plot","4407784","202176DVGST_repe_rep1_GM13514A-1_218","1","1","218","7","26","test","","","","70","1","1","30.8140301318267","","105","9.85576923076923","4.1","","1","","1","8","12","4","2","260","40","1","3","3","2","3","2900","245","","2","3","3","5","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722133","GM13514A-2","","plot","4407253","202176DVGST_repe_rep1_GM13514A-2_249","1","1","249","8","8","test","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722134","GM13514A-3","","plot","4407838","202176DVGST_repe_rep1_GM13514A-3_47","1","1","47","2","18","test","","","","90","1","1","30.9809333333333","","140","25.7211538461538","10.7","","5","","1","19","14","4","2","320","40","3","3","2","2","3","4100","350","","3","2","2","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722136","GM13514A-5","","plot","4407415","202176DVGST_repe_rep1_GM13514A-5_22","1","1","22","1","22","test","","","","0","0","1","30.158922742111","","320","8.89423076923077","3.7","","5","","1","2","12","4","2","320","50","3","3","1","4","3","3000","243","","4","2","3","1","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722137","GM13514A-6","","plot","4407312","202176DVGST_repe_rep1_GM13514A-6_266","1","1","266","9","10","test","","","","80","3","1","32.428576797795","","170","52.4038461538462","21.8","","5","","1","41","12","4","3","340","40","3","1","1","1","3","4400","409","","4","2","2","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722138","GM13514A-7","","plot","4407501","202176DVGST_repe_rep1_GM13514A-7_64","1","1","64","2","1","test","","","","90","3","1","31.1009846827133","","195","53.3653846153846","22.2","","4","","1","18","12","4","3","330","50","2","3","2","1","3","5000","430","","2","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722139","GM13514A-8","","plot","4407721","202176DVGST_repe_rep1_GM13514A-8_356","1","1","356","12","29","test","","","","80","3","1","35.8605018856977","","90","35.0961538461538","14.6","","5","","1","21","14","4","2","270","30","4","3","1","2","3","3875","428","","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722140","GM13514A-9","","plot","4407334","202176DVGST_repe_rep1_GM13514A-9_17","1","1","17","1","17","test","","","","80","3","1","33.8599602583209","","100","36.5384615384615","15.2","","4","","2","23","12","4","2","280","40","4","3","1","1","3","4475","449","","4","2","2","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722179","GM13519A-10","","plot","4407189","202176DVGST_repe_rep1_GM13519A-10_231","1","1","231","8","26","test","","","","80","4","1","31.480701754386","","115","15.3846153846154","6.4","","4","","3","12","12","4","4","300","40","3","1","1","4","3","3000","264","","3","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722180","GM13519A-11","","plot","4407381","202176DVGST_repe_rep1_GM13519A-11_373","1","1","373","12","12","test","","","","90","1","1","33.9488293824992","","130","54.8076923076923","22.8","","4","","1","48","14","4","1","280","30","4","1","1","1","3","3800","383","","4","2","3","1","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722178","GM13519A-1","","plot","4407655","202176DVGST_repe_rep1_GM13519A-1_178","1","1","178","6","15","test","","","","90","2","1","34.1860801781737","","110","50.9615384615385","21.2","","2","","1","37","12","4","2","280","50","4","3","1","1","3","4000","408","","4","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722181","GM13519A-12","","plot","4407854","202176DVGST_repe_rep1_GM13519A-12_24","1","1","24","1","24","test","","","","90","1","1","34.5100617457199","","115","24.2788461538462","10.1","","4","","1","12","10","4","2","290","50","4","1","1","3","3","3975","412","","4","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722182","GM13519A-2","","plot","4407841","202176DVGST_repe_rep1_GM13519A-2_295","1","1","295","10","26","test","","","","90","2","1","34.1887144992526","","100","34.1346153846154","14.2","","5","","1","26","10","4","1","240","40","4","3","1","2","3","3725","380","","4","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722183","GM13519A-3","","plot","4407980","202176DVGST_repe_rep1_GM13519A-3_165","1","1","165","6","28","test","","","","90","2","1","30.1778354632588","","80","8.89423076923077","3.7","","4","","1","8","8","4","2","240","50","3","1","1","3","3","2725","221","","3","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722184","GM13519A-4","","plot","4407244","202176DVGST_repe_rep1_GM13519A-4_53","1","1","53","2","12","test","","","","90","2","1","30.9372968980798","","120","20.9134615384615","8.7","","4","","1","14","12","4","3","280","30","4","1","1","2","3","3700","315","","4","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722185","GM13519A-5","","plot","4407291","202176DVGST_repe_rep1_GM13519A-5_54","1","1","54","2","11","test","","","","80","2","1","36.1803934871099","","120","35.5769230769231","14.8","","4","","1","36","12","4","2","270","30","4","3","1","2","3","4150","465","","4","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722186","GM13519A-6","","plot","4407247","202176DVGST_repe_rep1_GM13519A-6_367","1","1","367","12","18","test","","","","70","2","1","35.8201882551278","","95","43.5096153846154","18.1","","5","","1","36","12","4","2","290","40","4","1","1","2","3","4000","441","","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722187","GM13519A-7","","plot","4407439","202176DVGST_repe_rep1_GM13519A-7_307","1","1","307","10","14","test","","","","0","0","1","27.6187615526802","","220","20.9134615384615","8.7","","4","","1","20","8","4","3","220","30","4","1","1","3","3","2900","195","","4","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722188","GM13519A-8","","plot","4407567","202176DVGST_repe_rep1_GM13519A-8_35","1","1","35","2","30","test","","","","70","3","1","33.9574142724745","","145","18.5096153846154","7.7","","4","","1","19","10","4","3","265","30","3","1","1","3","3","3600","363","","4","2","3","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722189","GM13519A-9","","plot","4407149","202176DVGST_repe_rep1_GM13519A-9_3","1","1","3","1","3","test","","","","90","4","1","34.2141209228321","","75","35.0961538461538","14.6","","5","","2","21","12","4","2","240","40","4","1","1","1","3","4200","429","","4","3","3","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722191","GM13525A-10","","plot","4407418","202176DVGST_repe_rep1_GM13525A-10_328","1","1","328","11","8","test","","","","0","0","1","26.000784856879","","340","7.69230769230769","3.2","","4","","1","6","10","4","2","340","40","4","3","1","4","2","2300","134","","4","2","2","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722192","GM13525A-11","","plot","4407848","202176DVGST_repe_rep1_GM13525A-11_182","1","1","182","6","11","test","","","","0","0","1","28.229746835443","","250","5.76923076923077","2.4","","3","","3","5","10","4","4","250","30","2","1","1","3","1","2125","150","","1","1","2","2","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722193","GM13525A-12","","plot","4407307","202176DVGST_repe_rep1_GM13525A-12_326","1","1","326","11","6","test","","","","0","0","1","33.7293409848204","","300","7.45192307692308","3.1","","5","","1","10","10","4","2","300","50","2","3","1","2","2","3000","299","","2","1","3","1","5"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722190","GM13525A-1","","plot","4407598","202176DVGST_repe_rep1_GM13525A-1_278","1","1","278","9","22","test","","","","90","2","1","24.3110603290676","","125","10.5769230769231","4.4","","3","","2","4","12","4","3","300","30","4","3","1","4","3","2300","112","","4","2","3","5",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722194","GM13525A-2","","plot","4407151","202176DVGST_repe_rep1_GM13525A-2_306","1","1","306","10","15","test","","","","90","1","1","33.9129380053908","","260","20.1923076923077","8.4","","3","","1","8","12","4","1","310","50","4","1","1","2","2","4125","415","","4","1","2","5","5"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722195","GM13525A-3","","plot","4407772","202176DVGST_repe_rep1_GM13525A-3_416","1","1","416","13","32","test","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","0","","","",""," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722196","GM13525A-4","","plot","4407753","202176DVGST_repe_rep1_GM13525A-4_201","1","1","201","7","9","test","","","","0","0","1","32.750857237059","","180","13.2211538461538","5.5","","3","","2","8","4","4","4","180","30","2","3","1","2","3","3350","317","","1","2","3","5","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722197","GM13525A-5","","plot","4407164","202176DVGST_repe_rep1_GM13525A-5_284","1","1","284","9","28","test","","","","80","3","1","30.3176273458445","","100","22.1153846153846","9.2","","4","","2","12","12","4","3","290","40","3","1","1","2","3","3250","266","","3","2","2","1","5"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722198","GM13525A-6","","plot","4407297","202176DVGST_repe_rep1_GM13525A-6_349","1","1","349","11","29","test","","","","90","3","1","35.0312020460358","","105","37.0192307692308","15.4","","3","","1","33","14","4","2","260","30","3","1","1","1","3","3500","372","","4","1","2","5","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722199","GM13525A-7","","plot","4407677","202176DVGST_repe_rep1_GM13525A-7_81","1","1","81","3","17","test","","","","90","2","1","32.351406799531","","220","39.1826923076923","16.3","","3","","2","26","14","4","3","320","60","3","1","1","2","3","4700","435","","4","1","2","5","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722200","GM13525A-8","","plot","4407559","202176DVGST_repe_rep1_GM13525A-8_72","1","1","72","3","8","test","","","","90","5","1","34.5794642857143","","80","41.8269230769231","17.4","","5","","2","33","12","4","4","350","40","4","1","1","1","3","4250","442","","4","2","3","1","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722201","GM13525A-9","","plot","4407619","202176DVGST_repe_rep1_GM13525A-9_303","1","1","303","10","18","test","","","","90","1","1","31.3211117121991","","170","28.125","11.7","","3","","2","25","12","4","3","320","50","4","1","1","1","2","4050","353","","4","1","2","5","5"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722314","GM13527B-1","","plot","4407586","202176DVGST_repe_rep1_GM13527B-1_180","1","1","180","6","13","test","","","","90","1","1","35.0343041079092","","90","14.9038461538462","6.2","","4","","1","8","10","4","3","230","30","4","3","1","4","2","3650","388","","4","2","3","1","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722315","GM13527B-2","","plot","4407536","202176DVGST_repe_rep1_GM13527B-2_87","1","1","87","3","23","test","","","","80","4","1","32.396331767257","","150","7.69230769230769","3.2","","5","","1","8","10","4","3","340","30","1","1","1","2","3","3050","283","","1","1","3","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722316","GM13527B-3","","plot","4407400","202176DVGST_repe_rep1_GM13527B-3_13","1","1","13","1","13","test","","","","75","4","1","33.1271030993042","","110","21.1538461538462","8.8","","4","","3","15","12","4","4","328","40","4","3","1","2","3","3500","338","","4","2","2","1","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722317","GM13527B-4","","plot","4407370","202176DVGST_repe_rep1_GM13527B-4_259","1","1","259","9","3","test","","","","0","0","1","32.7410894795956","","200","9.375","3.9","","5","","1","10","6","4","3","200","40","4","1","1","4","2","2950","279","","4","2","2","3","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722318","GM13527B-5","","plot","4407260","202176DVGST_repe_rep1_GM13527B-5_208","1","1","208","7","16","test","","","","70","4","1","34.5491416309013","","60","47.1153846153846","19.6","","4","","1","34","12","4","3","280","40","4","3","1","1","3","3900","405","","4","2","2","1","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722319","GM13527B-6","","plot","4407416","202176DVGST_repe_rep1_GM13527B-6_135","1","1","135","5","7","test","","","","90","3","1","31.3381128457956","","100","56.25","23.4","","4","","1","35","12","4","2","280","40","4","3","1","1","3","4000","349","","4","2","2","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722320","GM13527B-7","","plot","4407762","202176DVGST_repe_rep1_GM13527B-7_324","1","1","324","11","4","test","","","","70","4","1","34.7319243462808","","60","27.6442307692308","11.5","","4","","1","25","12","4","3","260","40","4","1","1","2","2","4400","461","","4","2","2","1","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722321","GM13527B-8","","plot","4407614","202176DVGST_repe_rep1_GM13527B-8_355","1","1","355","12","30","test","","","","80","1","1","35.4612164296998","","200","19.4711538461538","8.1","","4","","2","16","10","4","3","280","30","2","1","1","1","3","3550","385","","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722322","GM13527B-9","","plot","4407609","202176DVGST_repe_rep1_GM13527B-9_253","1","1","253","8","4","test","","","","70","2","1","35.5006367495452","","90","22.1153846153846","9.2","","5","","1","15","10","4","3","220","30","4","3","1","3","3","3700","402","","4","3","3","1","1"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722202","GM13529A-1","","plot","4407194","202176DVGST_repe_rep1_GM13529A-1_400","1","1","400","13","16","test","","","","0","0","1","36.8553621448579","","290","25.7211538461538","10.7","","4","","2","28","12","4","2","290","50","4","3","1","3","2","2825","326","","4","1","3","1","3"," (Operator: lizbethpino, Time: )"
"2021","174","CIAT","CIAT cassava breeding, Cali, Colombia","10416","202176DVGST_repe","202176DVGST_repe","greenhouse","1.3","3.2","","no","no","2021-July-07","2022-April-04","56","Repelon. Atlantico, Colombia","2722203","GM13529A-2","","plot","4407482","202176DVGST_repe_rep1_GM13529A-2_299","1","1","299","10","22","test","","","","90","2","1","31.637540348612","","190","11.5384615384615","4.8","","5","","1","7","12","4","2","320","40","3","3","3","4","3","3400","302","","4","1","2","1","3"," (Operator: lizbethpino, Time: )"
