Date of Download: 2023-06-07_19:57:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Search Parameters: Data Level:all  Trait List:  Trial List:9827,10416,9775,10793,11546  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Change in weight after boiling computation percentage|month 12|boiling time 20 minutes|COMP:0000287,Change in weight after boiling computation percentage|month 12|boiling time 30 minutes|COMP:0000288,Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051,beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053,branching angle in degrees|CO_334:0002082,branching level counting|CO_334:0000079,cassava bacterial blight severity 3-month evaluation|CO_334:0000175,dry matter content by specific gravity method|CO_334:0000160,dry matter content by table-top NIRS in percentage|CO_334:0002057,first apical branch height measurement in cm|CO_334:0000106,fresh root yield|CO_334:0000013,fresh storage root weight per plot|CO_334:0000012,frog skin disease : visual 1-5|CO_334:0000093,initial plant vigor assessment 1-5|CO_334:0000220,lodged plants estimation 1-3|CO_334:0000301,lodged plants estimation 1-3|month 6|COMP:0000208,marketable root number counting|CO_334:0000169,number of planted stakes per plant counting|CO_334:0000300,number of planted stakes per plot counting|CO_334:0000159,plant architecture visual rating 1-5|CO_334:0000099,plant height measurement in cm|CO_334:0000018,plant height with leaf in cm|CO_334:0000123,plant stands harvested counting|CO_334:0000010,root color visual rating 1-3|CO_334:0000221,root constriction visual rating 1-3|CO_334:0000109,root evaluation scaled 1-5|CO_334:0000228,root length evaluation scaled 1-3|CO_334:0000226,root weight in air|CO_334:0000157,root weight in water|CO_334:0000158,rotted storage root counting|CO_334:0000084,sprout count discrete counting|CO_334:0000138,storage root neck length visual rating 1-3|CO_334:0000223,storage root shape visual rating 1-6|CO_334:0000020,thrips severity : visual 1-5|CO_334:0002084,total carotenoid by chart 1-8|CO_334:0000161,notes
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722236,GM13726A-6,,plot,3922233,202177DVGST_momi_rep1_GM13726A-6_126,1,1,126,4,3,test,,,,,,80,4,,30.55197886,,90,38.46153846,14,,4,1,,15,10,4,3,250,20,4,1,3,3,2,4850,403,,4,3,4,2,2," (Operator: lizbethpino, Time: ), Pt3:NonLeaf:Pt4 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722237,GM13726A-7,,plot,3922453,202177DVGST_momi_rep1_GM13726A-7_179,1,1,179,6,14,test,,,,,,90,4,,31.84197317,,110,41.20879121,15,,4,1,,25,8,4,3,220,30,4,3,1,3,2,4750,427,,4,1,3,2,1," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722238,GM13726A-8,,plot,3922253,202177DVGST_momi_rep1_GM13726A-8_270,1,1,270,9,14,test,,,,,,90,4,,34.15040486,,115,23.07692308,8.4,,4,1,,16,10,4,2,280,30,2,3,1,2,2,2750,280,,2,2,3,1,2,"BadGerm:Pt3 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722239,GM13726A-9,,plot,3922514,202177DVGST_momi_rep1_GM13726A-9_182,1,1,182,6,11,test,,,,,,90,4,,31.41011299,,85,27.47252747,10,,4,1,,10,8,4,1,220,30,4,1,3,4,1,4850,425,,4,2,2,2,2," (Operator: lizbethpino, Time: ), Pt2 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722241,GM13730A-10,,plot,3922325,202177DVGST_momi_rep1_GM13730A-10_261,1,1,261,9,5,test,,,,,,70,4,,35.38257552,,135,26.51098901,9.65,,5,1,,12,8,4,3,280,30,4,3,1,3,2,3600,389,,4,2,3,2,1," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722240,GM13730A-1,,plot,3922517,202177DVGST_momi_rep1_GM13730A-1_38,1,1,38,2,27,test,,,,,,90,4,,31.58286058,,45,24.45054945,8.9,,4,1,,6,8,4,3,210,20,4,2,1,3,2,4100,363,,4,1,3,1,2," (Operator: lizbethpino, Time: ), Pt3:NonLeaf (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722242,GM13730A-2,,plot,3922140,202177DVGST_momi_rep1_GM13730A-2_394,1,1,394,13,10,test,,,,,,85,4,,34.00592303,,125,45.74175824,16.65,,5,1,,10,10,4,2,290,30,4,1,1,1,2,3700,374,,4,2,3,2,1," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722243,GM13730A-3,,plot,3922218,202177DVGST_momi_rep1_GM13730A-3_33,1,1,33,2,32,test,,,,,,85,3,,33.9348312,,100,48.62637363,17.7,,4,2,,16,10,4,3,230,30,4,1,1,3,2,4875,491,,4,1,2,1,3,"Lodging:Pt4 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722244,GM13730A-4,,plot,3922164,202177DVGST_momi_rep1_GM13730A-4_303,1,1,303,10,18,test,,,,,,85,3,,34.94821056,,115,39.6978022,14.45,,5,1,,25,10,4,3,270,30,4,1,1,3,1,3750,397,,4,2,2,2,2," (Operator: lizbethpino, Time: ), Pt4:NonLeaf (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722245,GM13730A-5,,plot,3922045,202177DVGST_momi_rep1_GM13730A-5_150,1,1,150,5,22,test,,,,,,90,4,,39.68027119,,70,25,9.1,,4,1,,12,8,4,3,220,30,4,3,1,3,2,4700,607,,4,1,3,2,2," (Operator: lizbethpino, Time: ), Pt4 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722247,GM13730A-7,,plot,3922591,202177DVGST_momi_rep1_GM13730A-7_281,1,1,281,9,25,test,,,,,,85,4,,30.15,,80,5.631868132,2.05,,3,1,,2,6,4,3,250,30,4,1,1,5,1,2100,170,,4,1,4,2,2," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722248,GM13730A-8,,plot,3921944,202177DVGST_momi_rep1_GM13730A-8_118,1,1,118,4,11,test,,,,,,80,3,,34.4008046,,115,26.92307692,9.8,,5,1,,17,10,4,2,260,20,4,1,1,3,2,4850,500,,4,3,3,2,1," (Operator: lizbethpino, Time: ), Pt3:Lodging (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722249,GM13730A-9,,plot,3922068,202177DVGST_momi_rep1_GM13730A-9_76,1,1,76,3,12,test,,,,,,80,1,,34.4008046,,140,30.76923077,11.2,,3,1,,21,6,4,4,190,20,4,3,1,3,2,4850,500,,4,2,3,1,1," (Operator: lizbethpino, Time: ), Pt4:Non-br:NonLeaf (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722251,GM13731A-10,,plot,3922120,202177DVGST_momi_rep1_GM13731A-10_374,1,1,374,12,11,test,,,,,,90,3,,33.56488251,,115,34.06593407,12.4,,4,1,,10,10,4,2,260,30,4,1,2,4,1,3400,336,,4,1,1,2,2," (Operator: lizbethpino, Time: ), Pt2:Pt3 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722252,GM13731A-11,,plot,3921957,202177DVGST_momi_rep1_GM13731A-11_164,1,1,164,6,29,test,,,,,,60,2,,26.55085227,,130,13.87362637,5.05,,3,1,,5,8,4,2,190,30,4,1,1,4,1,3000,184,,4,1,3,2,2,"NonLeaf:Pt3:Tps3 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722253,GM13731A-2,,plot,3922506,202177DVGST_momi_rep1_GM13731A-2_159,1,1,159,5,31,test,,,,,,80,3,,38.79336678,,105,19.50549451,7.1,,3,1,,8,6,4,4,220,30,4,1,1,4,1,4100,512,,4,1,2,3,2," (Operator: lizbethpino, Time: ), Pt4 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722254,GM13731A-3,,plot,3922048,202177DVGST_momi_rep1_GM13731A-3_84,1,1,84,3,20,test,,,,,,90,3,,34.06840641,,95,19.50549451,7.1,,4,1,,9,8,4,3,190,30,4,2,1,4,1,5000,507,,4,1,1,3,1," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722255,GM13731A-4,,plot,3922580,202177DVGST_momi_rep1_GM13731A-4_61,1,1,61,2,4,test,,,,,,70,3,,33.41709585,,85,41.8956044,15.25,,4,1,,24,8,4,2,190,30,4,2,1,2,2,4650,456,,4,2,2,1,2," (Operator: lizbethpino, Time: ), Pt2 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722256,GM13731A-5,,plot,3922541,202177DVGST_momi_rep1_GM13731A-5_156,1,1,156,5,28,test,,,,,,90,3,,36.03702176,,105,23.62637363,8.6,,3,1,,14,6,4,3,210,30,4,2,1,3,1,4500,501,,4,1,2,3,1,"Leafy:Pt4 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722257,GM13731A-6,,plot,3922423,202177DVGST_momi_rep1_GM13731A-6_202,1,1,202,7,10,test,,,,,,85,3,,31.09662978,,120,35.3021978,12.85,,4,1,,17,8,4,2,250,20,4,1,1,3,1,4350,374,,4,1,2,2,2," (Operator: lizbethpino, Time: ), Pt2 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722258,GM13731A-7,,plot,3922399,202177DVGST_momi_rep1_GM13731A-7_69,1,1,69,3,5,test,,,,,,80,3,,33.60856237,,105,33.79120879,12.3,,3,1,,24,6,4,4,210,10,4,2,1,3,1,4725,468,,4,1,2,2,1,"NonLeaf:Pt4 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722259,GM13731A-8,,plot,3921776,202177DVGST_momi_rep1_GM13731A-8_226,1,1,226,8,31,test,,,,,,90,4,,32.10130674,,110,29.3956044,10.7,,4,1,,10,8,4,3,250,20,4,1,1,3,1,4000,365,,4,1,2,3,2," (Operator: lizbethpino, Time: ), Pt3:NonLeaf (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722260,GM13731A-9,,plot,3922590,202177DVGST_momi_rep1_GM13731A-9_313,1,1,313,10,8,test,,,,,,75,3,,32.61110363,,130,40.10989011,14.6,,4,1,,22,10,4,2,225,30,4,1,1,3,1,4100,385,,4,1,2,1,2," (Operator: lizbethpino, Time: ), Pt2 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722278,GM13732A-10,,plot,3922263,202177DVGST_momi_rep1_GM13732A-10_396,1,1,396,13,12,test,,,,,,75,3,,33.79444444,,160,65.38461538,23.8,,5,1,,28,10,4,1,260,30,4,3,1,2,2,4800,480,,4,1,3,1,2," (Operator: lizbethpino, Time: ), Pt1 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722279,GM13732A-11,,plot,3922118,202177DVGST_momi_rep1_GM13732A-11_17,1,1,17,1,17,test,,,,,,80,3,,35.79171097,,120,41.34615385,15.05,,4,1,,16,8,4,2,210,30,4,3,1,3,2,4650,512,,4,1,3,1,1," (Operator: lizbethpino, Time: ), Pt2:CBB (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722280,GM13732A-12,,plot,3922301,202177DVGST_momi_rep1_GM13732A-12_77,1,1,77,3,13,test,,,,,,75,2,,32.17088068,,135,29.53296703,10.75,,5,1,,20,10,4,3,250,50,4,3,1,3,2,4650,426,,4,1,3,1,3,"Lodging:Pt3 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722261,GM13732A-1,,plot,3921840,202177DVGST_momi_rep1_GM13732A-1_299,1,1,299,10,22,test,,,,,,90,3,,33.37971698,,85,52.47252747,19.1,,5,1,,32,8,4,4,260,30,4,3,1,1,2,4700,460,,4,2,3,2,1," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722262,GM13732A-2,,plot,3922593,202177DVGST_momi_rep1_GM13732A-2_336,1,1,336,11,16,test,,,,,,75,3,,33.31399514,,130,51.0989011,18.6,,4,1,,28,8,4,2,220,30,4,3,1,1,2,3650,356,,4,1,3,2,1," (Operator: lizbethpino, Time: ), Pt1 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722263,GM13732A-3,,plot,3921851,202177DVGST_momi_rep1_GM13732A-3_175,1,1,175,6,18,test,,,,,,90,1,,33.92058824,,150,29.12087912,10.6,,5,1,,19,10,4,1,250,40,4,2,1,3,2,4650,468,,4,2,3,1,1," (Operator: lizbethpino, Time: ), Pt2 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722264,GM13732A-4,,plot,3922422,202177DVGST_momi_rep1_GM13732A-4_287,1,1,287,9,31,test,,,,,,90,2,,33.19836158,,155,39.97252747,14.55,,5,1,,32,10,4,1,250,40,4,2,1,2,1,4900,475,,4,1,2,1,3," (Operator: lizbethpino, Time: ), Pt1:Leafy (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722265,GM13732A-5,,plot,3922308,202177DVGST_momi_rep1_GM13732A-5_353,1,1,353,12,32,test,,,,,,90,4,,33.36133005,,110,13.46153846,4.9,,4,1,,6,8,4,1,210,30,4,3,1,4,1,3600,352,,4,1,3,2,1," (Operator: lizbethpino, Time: ), Pt1:Leafy (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722266,GM13732A-6,,plot,3921793,202177DVGST_momi_rep1_GM13732A-6_365,1,1,365,12,20,test,,,,,,90,2,,31.24158465,,145,27.60989011,10.05,,5,1,,14,10,4,2,270,40,4,3,1,3,2,4450,386,,4,1,3,1,1," (Operator: lizbethpino, Time: ), Pt2 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722281,GM13732A-7,,plot,3921889,202177DVGST_momi_rep1_GM13732A-7_185,1,1,185,6,8,test,,,,,,0,0,,34.61232558,,210,35.71428571,13,,4,1,,26,8,4,2,210,30,3,3,1,3,1,3600,375,,3,1,2,1,2,"Leafy:Pt1 (Operator: lizbethpino, Time: ),  (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722282,GM13732A-8,,plot,3922481,202177DVGST_momi_rep1_GM13732A-8_330,1,1,330,11,10,test,,,,,,80,2,,35.65720339,,150,48.62637363,17.7,,4,1,,24,10,4,3,255,40,4,3,1,1,2,3975,435,,4,2,3,1,1," (Operator: lizbethpino, Time: ), Pt2:Leafy (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722283,GM13732A-9,,plot,3922025,202177DVGST_momi_rep1_GM13732A-9_262,1,1,262,9,6,test,,,,,,80,3,,32.19221716,,110,30.21978022,11,,4,1,,15,8,4,4,260,30,4,3,1,3,2,4350,399,,4,2,3,3,2," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722285,GM13752A-10,,plot,3922099,202177DVGST_momi_rep1_GM13752A-10_4,1,1,4,1,4,test,,,,,,80,3,,33.19836158,,140,31.59340659,11.5,,4,1,,18,10,4,2,210,20,4,3,1,3,2,4900,475,,4,2,2,1,1," (Operator: lizbethpino, Time: ), Pt1 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722286,GM13752A-11,,plot,3922074,202177DVGST_momi_rep1_GM13752A-11_117,1,1,117,4,12,test,,,,,,85,5,,33.97024494,,110,17.58241758,6.4,,5,2,,8,10,4,4,280,20,4,3,2,4,1,4450,449,,4,1,1,3,1," (Operator: lizbethpino, Time: ), Pt4:Lodging (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722284,GM13752A-1,,plot,3922126,202177DVGST_momi_rep1_GM13752A-1_382,1,1,382,12,3,test,,,,,,90,3,,30.95901886,,115,29.12087912,10.6,,4,1,,8,8,4,3,220,30,4,3,1,3,1,4000,341,,4,1,2,1,3," (Operator: lizbethpino, Time: ), Pt2:Leafy (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722287,GM13752A-2,,plot,3922360,202177DVGST_momi_rep1_GM13752A-2_231,1,1,231,8,26,test,,,,,,85,3,,30.50130836,,110,21.97802198,8,,5,3,,10,10,4,3,280,30,4,3,3,4,2,4250,352,,3,3,3,2,2," (Operator: lizbethpino, Time: ), Pt4:Lodging (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722288,GM13752A-3,,plot,3922557,202177DVGST_momi_rep1_GM13752A-3_225,1,1,225,8,32,test,,,,,,90,4,,33.01637168,,95,17.58241758,6.4,,4,1,,7,10,4,2,230,20,4,3,1,4,1,3250,312,,4,1,2,2,2," (Operator: lizbethpino, Time: ), Pt2:Lodging (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722289,GM13752A-4,,plot,3921800,202177DVGST_momi_rep1_GM13752A-4_338,1,1,338,11,18,test,,,,,,85,3,,31.45926498,,140,36.4010989,13.25,,4,1,,16,10,4,3,260,10,4,3,1,2,2,3550,312,,4,2,3,2,3," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722290,GM13752A-5,,plot,3921972,202177DVGST_momi_rep1_GM13752A-5_263,1,1,263,9,7,test,,,,,,85,4,,32.45722433,,130,28.98351648,10.55,,4,1,,16,10,4,3,260,20,4,3,1,3,2,4350,405,,4,2,3,2,2," (Operator: lizbethpino, Time: ), Pt2 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722291,GM13752A-6,,plot,3922559,202177DVGST_momi_rep1_GM13752A-6_283,1,1,283,9,27,test,,,,,,85,2,,34.05190337,,165,44.91758242,16.35,,5,1,,25,10,4,2,260,40,4,3,1,2,1,3800,385,,4,2,2,1,2," (Operator: lizbethpino, Time: ), Pt1 (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722292,GM13752A-7,,plot,3921874,202177DVGST_momi_rep1_GM13752A-7_112,1,1,112,4,17,test,,,,,,90,3,,32.25387985,,145,31.73076923,11.55,,4,1,,21,10,4,3,230,20,4,3,1,3,2,4400,405,,4,1,2,2,1," (Operator: lizbethpino, Time: ), Pt4:NonLeaf (Operator: lizbethpino, Time: )"
2021,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9775,202177DVGST_momi,202177DVGST_momi,RCBD,1.3,2.8,,no,no,2021-July-03,2022-March-30,127,"Momil. Cordoba, Colombia",2722293,GM13752A-8,,plot,3922488,202177DVGST_momi_rep1_GM13752A-8_342,1,1,342,11,22,test,,,,,,90,3,,35.47315036,,115,34.06593407,12.4,,4,1,,14,8,4,3,245,20,4,3,1,3,1,4700,510,,4,1,2,2,1," (Operator: lizbethpino, Time: ), Pt3 (Operator: lizbethpino, Time: )"
