"Date of Download: 2023-06-26_17:11:16"
"Search Parameters: Data Level:all  Trait List:  Trial List:11053  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching level counting|CO_334:0000079","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","frog skin disease : visual 1-5|CO_334:0000093","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant stands harvested counting|CO_334:0000010","red spider mite severity : visual 1-5|CO_334:0000044","root color visual rating 1-3|CO_334:0000221","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722128","GM13358A-6","","plot","5375649","202271DVGST_ciat_rep1_GM13358A-6_140","1","1","140","8","5","test","","7.7","29.5","1.2","0.4","3","40.7","95","1","3","1","5","3","2","2","1","3","","0","5","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722129","GM13358A-7","","plot","5375847","202271DVGST_ciat_rep1_GM13358A-7_244","1","1","244","14","9","test","","","","0.6","0.2","3","36.7","45","1","3","1","5","4","2","2","3","4","","0","5","2","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722130","GM13358A-8","","plot","5375677","202271DVGST_ciat_rep1_GM13358A-8_201","1","1","201","12","16","test","","","","1.3","0.4","4","40.5","115","4","3","2","5","4","2","2","2","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722177","GM13514A-10","","plot","5375714","202271DVGST_ciat_rep1_GM13514A-10_38","1","1","38","3","2","test","","6","11.1","1","0.8","3","42.1","95","1","3","1","5","3","2","2","1","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722132","GM13514A-1","","plot","5375767","202271DVGST_ciat_rep1_GM13514A-1_23","1","1","23","2","14","test","","","","1.3","0.8","3","41.7","95","1","3","1","5","4","2","2","3","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722133","GM13514A-2","","plot","5376049","202271DVGST_ciat_rep1_GM13514A-2_350","1","1","350","20","11","test","","","","","","1","","60","1","2","1","5","5","2","2","2","5","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722134","GM13514A-3","","plot","5376023","202271DVGST_ciat_rep1_GM13514A-3_426","1","1","426","24","7","test","","","","1.1","0.6","3","40.8","65","","3","1","5","4","2","2","2","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722136","GM13514A-5","","plot","5375769","202271DVGST_ciat_rep1_GM13514A-5_180","1","1","180","10","1","test","","4","6.8","1.3","0.9","2","41.7","130","1","3","1","5","3","2","1","2","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722137","GM13514A-6","","plot","5375916","202271DVGST_ciat_rep1_GM13514A-6_137","1","1","137","8","8","test","","","","1.3","0.9","4","43.3","70","1","3","1","5","4","2","1","1","3","","0","5","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722138","GM13514A-7","","plot","5376060","202271DVGST_ciat_rep1_GM13514A-7_36","1","1","36","2","1","test","","3.5","5.5","0.6","0.4","3","38.2","110","1","3","1","5","3","2","2","3","2","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722139","GM13514A-8","","plot","5375971","202271DVGST_ciat_rep1_GM13514A-8_59","1","1","59","4","14","test","","","","1.4","1.2","3","43.4","75","1","3","1","5","4","2","2","2","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722140","GM13514A-9","","plot","5375940","202271DVGST_ciat_rep1_GM13514A-9_288","1","1","288","16","1","test","","","","0.8","0.7","3","38.8","40","1","2","1","5","5","2","2","2","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722179","GM13519A-10","","plot","5375927","202271DVGST_ciat_rep1_GM13519A-10_239","1","1","239","14","14","test","","","","0.4","0.4","3","39.6","40","1","2","1","5","5","2","2","1","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722180","GM13519A-11","","plot","5375743","202271DVGST_ciat_rep1_GM13519A-11_166","1","1","166","10","15","test","","","","1.3","0.9","3","42.6","110","1","3","2","5","3","2","2","1","4","","2","5","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722181","GM13519A-12","","plot","5375771","202271DVGST_ciat_rep1_GM13519A-12_231","1","1","231","13","15","test","","","","0.5","0.8","3","39.9","85","1","3","1","5","3","2","2","1","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722178","GM13519A-1","","plot","5375952","202271DVGST_ciat_rep1_GM13519A-1_370","1","1","370","21","10","test","","","","0.5","0.7","2","37.5","90","","3","1","5","4","2","2","2","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722182","GM13519A-2","","plot","5375896","202271DVGST_ciat_rep1_GM13519A-2_1","1","1","1","1","1","test","","","","1.1","0.9","3","39.7","80","1","2","1","5","4","2","3","3","5","","0","5","3","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722183","GM13519A-3","","plot","5375718","202271DVGST_ciat_rep1_GM13519A-3_297","1","1","297","17","9","test","","4.9","11","0.8","0.5","3","41.2","70","1","3","1","5","3","2","2","1","2","","1","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722184","GM13519A-4","","plot","5375804","202271DVGST_ciat_rep1_GM13519A-4_24","1","1","24","2","13","test","","","","0.5","0.3","4","43.5","40","1","2","1","5","5","2","2","2","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722185","GM13519A-5","","plot","5375681","202271DVGST_ciat_rep1_GM13519A-5_376","1","1","376","21","16","test","","","","0.5","0.4","3","40.6","75","","3","1","5","5","2","3","3","4","","2","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722186","GM13519A-6","","plot","5375810","202271DVGST_ciat_rep1_GM13519A-6_327","1","1","327","19","3","test","","","","0.4","0.2","3","42.4","130","1","3","1","5","5","2","3","1","5","","0","5","2","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722187","GM13519A-7","","plot","5376005","202271DVGST_ciat_rep1_GM13519A-7_254","1","1","254","15","2","test","","","","0.5","0.4","2","39.8","55","1","2","1","5","4","2","2","1","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722188","GM13519A-8","","plot","5375680","202271DVGST_ciat_rep1_GM13519A-8_378","1","1","378","21","18","test","","","","","","3","","35","","2","1","5","5","2","2","1","5","","","5","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722189","GM13519A-9","","plot","5375906","202271DVGST_ciat_rep1_GM13519A-9_400","1","1","400","23","4","test","","","","","","4","29.7","45","","3","1","5","4","2","3","1","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722191","GM13525A-10","","plot","5376022","202271DVGST_ciat_rep1_GM13525A-10_264","1","1","264","15","12","test","","","","","","0","18.6","340","1","3","1","5","3","2","2","2","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722190","GM13525A-1","","plot","5375862","202271DVGST_ciat_rep1_GM13525A-1_154","1","1","154","9","10","test","","","","5.5","2.8","4","40","55","1","3","1","5","4","2","2","3","4","","0","5","1","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722193","GM13525A-12","","plot","5375815","202271DVGST_ciat_rep1_GM13525A-12_330","1","1","330","19","6","test","","","","2.9","1.5","3","40","95","1","3","1","5","3","2","2","2","4","","0","5","1","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722194","GM13525A-2","","plot","5376041","202271DVGST_ciat_rep1_GM13525A-2_188","1","1","188","11","8","test","","11.8","30.3","3.7","1.9","3","38.3","75","1","3","1","5","4","2","2","1","3","","0","5","1","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722196","GM13525A-4","","plot","5375752","202271DVGST_ciat_rep1_GM13525A-4_178","1","1","178","10","3","test","","","","","","3","","35","1","2","2","5","5","2","1","3","5","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722197","GM13525A-5","","plot","5375770","202271DVGST_ciat_rep1_GM13525A-5_419","1","1","419","24","14","test","","","","","","2","","125","5","4","3","5","5","2","2","","5","","","5","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722198","GM13525A-6","","plot","5375996","202271DVGST_ciat_rep1_GM13525A-6_413","1","1","413","23","17","test","","8.8","17.7","1.4","0.9","4","43","40","","3","1","5","4","2","2","2","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722199","GM13525A-7","","plot","5375974","202271DVGST_ciat_rep1_GM13525A-7_321","1","1","321","18","4","test","","5.2","7.2","1.3","0.7","3","37.3","85","1","4","1","5","3","2","2","3","2","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722200","GM13525A-8","","plot","5375710","202271DVGST_ciat_rep1_GM13525A-8_333","1","1","333","19","9","test","","","","0.8","0.5","4","37.4","55","1","4","1","5","4","2","2","1","4","","0","5","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722201","GM13525A-9","","plot","5375802","202271DVGST_ciat_rep1_GM13525A-9_299","1","1","299","17","11","test","","","","2.9","1.5","4","28.6","50","1","3","1","5","5","2","2","1","4","","0","5","1","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722314","GM13527B-1","","plot","5375803","202271DVGST_ciat_rep1_GM13527B-1_366","1","1","366","21","6","test","","","","0.6","0.8","2","34.8","35","","2","1","5","5","2","3","2","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722315","GM13527B-2","","plot","5375957","202271DVGST_ciat_rep1_GM13527B-2_270","1","1","270","15","18","test","","5.5","14.5","1.7","0.7","4","41","210","1","3","1","5","3","2","2","1","4","","0","5","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722316","GM13527B-3","","plot","5375919","202271DVGST_ciat_rep1_GM13527B-3_305","1","1","305","17","17","test","","","","1.9","1.1","3","41.9","30","1","2","3","5","5","2","3","3","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722317","GM13527B-4","","plot","5375936","202271DVGST_ciat_rep1_GM13527B-4_286","1","1","286","16","3","test","","","","","","2","","190","1","","1","5","4","2","","2","4","","0","0","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722318","GM13527B-5","","plot","5375650","202271DVGST_ciat_rep1_GM13527B-5_204","1","1","204","12","13","test","","11.8","26.1","0.8","0.5","4","40.9","25","1","3","3","5","5","2","2","3","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722319","GM13527B-6","","plot","5375661","202271DVGST_ciat_rep1_GM13527B-6_314","1","1","314","18","11","test","","","","0.5","0.1","3","35.8","35","1","3","1","5","4","2","2","2","4","","0","5","1","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722320","GM13527B-7","","plot","5375757","202271DVGST_ciat_rep1_GM13527B-7_383","1","1","383","22","14","test","","10.8","34.5","0.9","0.3","4","38.6","55","1","3","2","5","4","2","2","1","2","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722321","GM13527B-8","","plot","5375968","202271DVGST_ciat_rep1_GM13527B-8_187","1","1","187","11","7","test","","","","1.4","0.9","4","36.4","80","1","3","1","5","5","2","2","1","4","","0","4","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722322","GM13527B-9","","plot","5376029","202271DVGST_ciat_rep1_GM13527B-9_83","1","1","83","5","11","test","","","","0.4","0.3","3","39.2","90","1","2","1","5","5","2","2","2","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722202","GM13529A-1","","plot","5375793","202271DVGST_ciat_rep1_GM13529A-1_266","1","1","266","15","14","test","","10.6","24.7","0.5","0.1","3","41.2","70","1","4","1","5","4","2","3","3","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722204","GM13529A-3","","plot","5375799","202271DVGST_ciat_rep1_GM13529A-3_129","1","1","129","8","16","test","","","","0.6","0.2","4","41.4","30","1","2","1","5","5","2","1","3","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722205","GM13529A-4","","plot","5375843","202271DVGST_ciat_rep1_GM13529A-4_195","1","1","195","11","15","test","","","","0.5","0.4","3","40.1","60","1","3","2","5","4","2","2","3","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722206","GM13532A-1","","plot","5375984","202271DVGST_ciat_rep1_GM13532A-1_236","1","1","236","14","17","test","","","","","","3","","30","1","3","1","5","5","2","3","3","5","","5","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722207","GM13532A-2","","plot","5375891","202271DVGST_ciat_rep1_GM13532A-2_291","1","1","291","17","3","test","","","","1.1","0.6","3","44.2","45","1","3","1","5","5","2","2","3","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722208","GM13532A-3","","plot","5375794","202271DVGST_ciat_rep1_GM13532A-3_424","1","1","424","24","9","test","","","","0.8","0.5","3","41.4","110","","3","3","5","5","2","2","2","5","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722209","GM13532A-4","","plot","5376034","202271DVGST_ciat_rep1_GM13532A-4_431","1","1","431","24","2","test","","","","1.1","0.3","4","41.5","25","","2","1","5","5","2","2","3","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722210","GM13532A-5","","plot","5375638","202271DVGST_ciat_rep1_GM13532A-5_304","1","1","304","17","16","test","","","","0.8","0.6","3","39.1","30","1","3","1","5","5","2","3","3","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722211","GM13532A-6","","plot","5375853","202271DVGST_ciat_rep1_GM13532A-6_27","1","1","27","2","10","test","","","","","","3","","50","1","2","1","5","5","2","2","3","5","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722212","GM13532A-7","","plot","5375693","202271DVGST_ciat_rep1_GM13532A-7_79","1","1","79","5","7","test","","","","1","0.7","3","40.5","40","1","2","1","5","4","2","1","3","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722213","GM13532A-8","","plot","5375825","202271DVGST_ciat_rep1_GM13532A-8_152","1","1","152","9","8","test","","","","0.1","0.7","3","31.4","80","1","3","1","5","5","2","1","2","4","","0","4","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722214","GM13532A-9","","plot","5375982","202271DVGST_ciat_rep1_GM13532A-9_191","1","1","191","11","11","test","","","","0.4","0.4","3","40.4","50","1","3","1","5","5","2","2","2","4","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722215","GM13534A-1","","plot","5375694","202271DVGST_ciat_rep1_GM13534A-1_395","1","1","395","22","2","test","","5.8","11.9","1","0.7","4","41.4","95","","4","3","5","4","2","3","1","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722216","GM13534A-2","","plot","5375722","202271DVGST_ciat_rep1_GM13534A-2_113","1","1","113","7","5","test","","4.5","10.3","0.7","0.7","3","43","165","1","4","1","5","2","2","1","3","2","","0","5","1","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11053","202271DVGST_ciat","202271DVGST_ciat","RCBD","1.2","4","","no","no","2022-August-10","2023-June-20","41","CIAT. Valle, Colombia","2722217","GM13534A-3","","plot","5376027","202271DVGST_ciat_rep1_GM13534A-3_153","1","1","153","9","9","test","","","","0.7","0.4","4","43.3","70","4","3","1","5","3","2","1","3","3","","0","5","1","1"," (Operator: lizbethpino, Time: )"
