"Date of Download: 2023-06-28_16:49:24"
"Search Parameters: Data Level:all  Trait List:  Trial List:11001  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching level counting|CO_334:0000079","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","frog skin disease : visual 1-5|CO_334:0000093","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant stands harvested counting|CO_334:0000010","red spider mite severity : visual 1-5|CO_334:0000044","root color visual rating 1-3|CO_334:0000221","root evaluation scaled 1-5|CO_334:0000228","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208840","GM13985A-2","","plot","5347980","202258DVGST_ciat_rep1_GM13985A-2_771","1","1","771","25","3","test","","","","","","3","40.2708244","20","1","3","1","5","5","2","","1","4","0","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208842","GM13994A-10","","plot","5348014","202258DVGST_ciat_rep1_GM13994A-10_384","1","1","384","12","1","test","","","","3.734823","2.0019674","2","33.6416779","140","1","2","1","5","4","2","","1","4","0","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208843","GM13994A-11","","plot","5347802","202258DVGST_ciat_rep1_GM13994A-11_514","1","1","514","17","2","test","","","","0.4230039","0.4462858","4","37.0666084","30","1","3","1","5","5","2","","1","5","7","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208844","GM13994A-12","","plot","5348013","202258DVGST_ciat_rep1_GM13994A-12_89","1","1","89","3","25","test","","","","0.8310791","0.1075985","3","37.6329498","75","1","2","1","5","4","2","","1","3","12","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208845","GM13994A-13","","plot","5348077","202258DVGST_ciat_rep1_GM13994A-13_139","1","1","139","5","11","test","","5.46830652790917","14.3803216650899","0.1954124","","3","35.8688393","75","1","5","1","5","3","2","","2","3","0","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208841","GM13994A-1","","plot","5348153","202258DVGST_ciat_rep1_GM13994A-1_37","1","1","37","2","28","test","","","","","","3","","100","1","4","1","5","3","2","","1","5","24","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208846","GM13994A-14","","plot","5347774","202258DVGST_ciat_rep1_GM13994A-14_217","1","1","217","7","25","test","","","","","","3","","35","1","3","1","5","5","2","3","1","5","9","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208847","GM13994A-2","","plot","5348213","202258DVGST_ciat_rep1_GM13994A-2_701","1","1","701","22","4","test","","","","0.7994102","0.3823564","3","43.4394684","45","1","3","1","5","4","2","","1","4","0","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208848","GM13994A-3","","plot","5348023","202258DVGST_ciat_rep1_GM13994A-3_516","1","1","516","17","4","test","","","","","","0","","180","","1","1","5","5","2","","","","","5","",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208849","GM13994A-4","","plot","5347858","202258DVGST_ciat_rep1_GM13994A-4_85","1","1","85","3","21","test","","","","2.351588","1.2341431","2","36.8374901","60","1","2","1","5","5","2","2","2","4","8","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208850","GM13994A-5","","plot","5347831","202258DVGST_ciat_rep1_GM13994A-5_196","1","1","196","7","4","test","","7.25770302664146","16.4701525988579","2.9231246","1.4108504","3","39.7884216","55","1","4","1","5","3","2","3","2","3","7","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208851","GM13994A-6","","plot","5348065","202258DVGST_ciat_rep1_GM13994A-6_3","1","1","3","1","3","test","","3.4403284277243","9.37987659952466","0.0948002","","3","35.465374","40","1","3","1","5","5","2","","1","4","7","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208852","GM13994A-7","","plot","5348330","202258DVGST_ciat_rep1_GM13994A-7_227","1","1","227","8","30","test","","","","","","2","","80","1","2","1","5","3","2","","1","5","30","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208853","GM13994A-8","","plot","5347761","202258DVGST_ciat_rep1_GM13994A-8_694","1","1","694","22","11","test","","","","3.764765","2.3366885","3","40.0024109","75","1","3","1","5","5","2","","1","4","0","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208854","GM13994A-9","","plot","5347778","202258DVGST_ciat_rep1_GM13994A-9_743","1","1","743","24","26","test","","","","3.7970684","1.99093","2","34.3683548","165","1","3","1","5","2","2","","1","4","0","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208856","GM13995A-10","","plot","5348413","202258DVGST_ciat_rep1_GM13995A-10_463","1","1","463","15","15","test","","18.3034108375029","26.9825697374015","0.7234818","0.1771253","5","38.2981949","60","1","3","1","5","4","2","","3","4","16","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208857","GM13995A-11","","plot","5347787","202258DVGST_ciat_rep1_GM13995A-11_40","1","1","40","2","25","test","","","","","","3","","35","1","3","1","5","5","2","3","3","5","15","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208858","GM13995A-12","","plot","5347656","202258DVGST_ciat_rep1_GM13995A-12_220","1","1","220","7","28","test","","","","","","3","","110","1","3","1","5","3","2","4","1","5","31","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208859","GM13995A-13","","plot","5348130","202258DVGST_ciat_rep1_GM13995A-13_733","1","1","733","23","29","test","","","","0.4081863","","3","38.7113914","45","1","3","1","5","5","2","","1","4","35","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208860","GM13995A-14","","plot","5347981","202258DVGST_ciat_rep1_GM13995A-14_103","1","1","103","4","26","test","","","","1.0799465","0.363702","3","39.9514046","65","1","4","1","5","3","2","2","2","4","27","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208855","GM13995A-1","","plot","5347668","202258DVGST_ciat_rep1_GM13995A-1_517","1","1","517","17","5","test","","13.4034051424601","24.1096247394024","0.9352435","0.369569","4","41.9947357","85","1","5","1","5","3","2","","3","3","17","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208861","GM13995A-15","","plot","5347859","202258DVGST_ciat_rep1_GM13995A-15_683","1","1","683","22","22","test","","","","1.2344425","0.4276145","1","36.0634613","185","1","4","1","5","3","2","","3","4","25","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208862","GM13995A-2","","plot","5348024","202258DVGST_ciat_rep1_GM13995A-2_841","1","1","841","27","9","test","","","","","","1","","130","","2","2","5","4","2","2","","5","","5","",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208863","GM13995A-3","","plot","5348384","202258DVGST_ciat_rep1_GM13995A-3_823","1","1","823","26","10","test","","17.2299336149668","41.6415208207604","0.5852816","0.2167326","4","39.1370583","35","1","5","1","5","3","2","3","3","3","3","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208864","GM13995A-4","","plot","5347866","202258DVGST_ciat_rep1_GM13995A-4_292","1","1","292","10","29","test","","","","0.9852567","0.5251336","3","36.8513527","110","1","3","1","5","3","2","2","1","4","25","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208865","GM13995A-5","","plot","5348180","202258DVGST_ciat_rep1_GM13995A-5_469","1","1","469","15","21","test","","","","0.5663429","0.2416943","3","40.2943687","35","1","2","1","5","5","2","","3","5","9","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208866","GM13995A-6","","plot","5348325","202258DVGST_ciat_rep1_GM13995A-6_658","1","1","658","21","18","test","","9.95348395671162","26.1439149420923","0.0278313","","4","38.7136307","40","1","3","1","5","4","2","","1","3","10","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208867","GM13995A-7","","plot","5348057","202258DVGST_ciat_rep1_GM13995A-7_35","1","1","35","2","30","test","","15.7482371376339","32.436667537216","1.5659879","1.1669997","3","42.5074234","90","1","3","1","5","5","2","","1","4","20","4","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208868","GM13995A-8","","plot","5347642","202258DVGST_ciat_rep1_GM13995A-8_99","1","1","99","4","30","test","","11.8179532310787","26.7035453859693","1.0775325","0.6420755","4","41.9750099","115","1","5","1","5","2","2","","3","2","14","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208869","GM13995A-9","","plot","5348438","202258DVGST_ciat_rep1_GM13995A-9_210","1","1","210","7","18","test","","","","0.4115369","","3","31.2593307","45","1","3","1","5","4","2","","1","3","25","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208871","GM14033A-10","","plot","5348215","202258DVGST_ciat_rep1_GM14033A-10_512","1","1","512","16","1","test","","7.65047761537577","14.62769018299","1.0042157","0.6009094","3","43.8928947","105","1","4","1","5","3","2","","3","4","0","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208870","GM14033A-1","","plot","5348388","202258DVGST_ciat_rep1_GM14033A-1_157","1","1","157","5","29","test","","","","1.0869318","0.4774367","3","40.6228409","120","1","5","1","5","3","2","","2","3","22","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208872","GM14033A-11","","plot","5348164","202258DVGST_ciat_rep1_GM14033A-11_859","1","1","859","27","27","test","","","","1.8740891","1.5502921","4","43.951767","40","1","3","1","5","5","2","","3","4","0","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208873","GM14033A-12","","plot","5347771","202258DVGST_ciat_rep1_GM14033A-12_769","1","1","769","25","1","test","","3.50481113567714","7.70715909444773","0.5636723","0.0060893","4","40.1673279","60","1","4","1","5","2","2","","3","2","27","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208874","GM14033A-13","","plot","5347851","202258DVGST_ciat_rep1_GM14033A-13_412","1","1","412","13","28","test","","6.40110522680177","22.634123877504","0.4754157","0.07959","3","36.4253578","35","1","3","1","5","5","2","","1","2","9","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208875","GM14033A-14","","plot","5347705","202258DVGST_ciat_rep1_GM14033A-14_147","1","1","147","5","19","test","","7.30615130803677","20.5043601225548","0.7382913","0.4896683","3","42.9590759","75","1","4","1","5","3","3","","2","3","3","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208876","GM14033A-15","","plot","5347953","202258DVGST_ciat_rep1_GM14033A-15_817","1","1","817","26","16","test","","5.89272223621253","8.86426592797782","0.5057159","0.4370665","1","38.787735","100","1","3","1","5","3","2","","2","3","12","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208877","GM14033A-16","","plot","5348136","202258DVGST_ciat_rep1_GM14033A-16_833","1","1","833","27","1","check","","9.46574166785869","15.3715491346016","0.4587252","0.2245627","1","43.5366707","250","1","4","1","5","2","2","","3","3","0","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208878","GM14033A-17","","plot","5347836","202258DVGST_ciat_rep1_GM14033A-17_473","1","1","473","15","25","test","","10.441282855076","46.9254883047986","0.6371515","0.4005014","5","42.6142159","60","1","3","1","5","4","2","","3","3","8","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208879","GM14033A-2","","plot","5348094","202258DVGST_ciat_rep1_GM14033A-2_62","1","1","62","2","3","test","","3.98773006134969","6.97341513292434","1.3628074","0.9173024","3","40.3569336","120","1","4","1","5","4","2","","3","3","3","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208880","GM14033A-3","","plot","5348080","202258DVGST_ciat_rep1_GM14033A-3_515","1","1","515","17","3","test","","","","0.5832095","0.257699","5","42.3643036","125","1","3","1","5","4","2","","1","3","2","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208881","GM14033A-4","","plot","5347792","202258DVGST_ciat_rep1_GM14033A-4_41","1","1","41","2","24","test","","4.71683475562451","9.65089216446859","1.2297329","1.0772158","3","39.7344513","100","1","4","1","5","3","2","","3","3","12","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208882","GM14033A-5","","plot","5347837","202258DVGST_ciat_rep1_GM14033A-5_176","1","1","176","6","17","test","","4.46778153825734","9.32045922091711","0.438729","0.5280264","3","42.9571533","100","1","4","1","5","3","2","2","2","2","7","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208883","GM14033A-6","","plot","5347700","202258DVGST_ciat_rep1_GM14033A-6_722","1","1","722","23","18","test","","5.60786807936335","13.7970618804586","1.2626711","1.094992","4","43.8763466","85","1","4","1","5","3","2","","2","2","0","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208884","GM14033A-7","","plot","5348283","202258DVGST_ciat_rep1_GM14033A-7_438","1","1","438","14","11","test","","5.53610503282275","9.29978118161925","0.830127","0.4537315","5","43.2684937","55","1","3","1","5","5","2","","1","4","0","4","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208885","GM14033A-8","","plot","5348400","202258DVGST_ciat_rep1_GM14033A-8_229","1","1","229","8","28","test","","3.16779409338394","4.40521366111204","0.2098528","0.1507508","3","41.1112518","90","1","4","1","5","3","2","","2","2","5","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208886","GM14033A-9","","plot","5347811","202258DVGST_ciat_rep1_GM14033A-9_657","1","1","657","21","17","test","","7.60064712836785","14.563499471097","0.4531396","0.0988517","4","43.2247353","90","1","4","1","5","3","2","","1","3","3","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208887","GM14037A-1","","plot","5347718","202258DVGST_ciat_rep1_GM14037A-1_605","1","1","605","19","29","test","","6.07508532423209","17.7303754266212","4.0063682","2.3727846","2","41.8183327","40","1","4","1","5","4","2","","2","2","3","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208888","GM14037A-2","","plot","5348119","202258DVGST_ciat_rep1_GM14037A-2_335","1","1","335","11","15","test","","11.414118705036","26.4748201438849","2.1893692","1.1007259","3","42.0459023","70","1","4","1","5","3","2","","3","3","19","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208889","GM14037A-3","","plot","5347647","202258DVGST_ciat_rep1_GM14037A-3_186","1","1","186","6","7","test","","6.34527439024389","15.9108231707317","3.5428886","2.0467091","3","42.7111969","40","1","4","1","5","4","2","","3","3","1","5","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208891","GM14039A-10","","plot","5348019","202258DVGST_ciat_rep1_GM14039A-10_116","1","1","116","4","13","test","","","","0.7201418","0.6860209","3","43.0358047","75","3","3","1","5","3","2","","3","2","12","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208892","GM14039A-11","","plot","5348011","202258DVGST_ciat_rep1_GM14039A-11_662","1","1","662","21","22","test","","7.8593272171254","14.1590214067279","0.7207096","0.4417304","3","41.9663277","60","1","3","1","5","5","2","","3","4","4","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208893","GM14039A-12","","plot","5348285","202258DVGST_ciat_rep1_GM14039A-12_133","1","1","133","5","5","test","","","","0.9995371","0.4463148","3","39.4347725","45","1","4","1","5","4","2","","3","3","0","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208894","GM14039A-13","","plot","5347822","202258DVGST_ciat_rep1_GM14039A-13_764","1","1","764","24","5","test","","7.30807911498494","14.9513912168958","0.9602781","0.5970432","0","43.6605072","165","1","3","1","5","5","2","","3","3","1","5","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208895","GM14039A-14","","plot","5348390","202258DVGST_ciat_rep1_GM14039A-14_127","1","1","127","4","2","test","","7.91719524852959","17.2269634413562","0.932038","0.6333112","3","42.519455","25","1","3","1","5","4","2","","3","3","1","5","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11001","202258DVGST_ciat","202258DVGST_ciat","Augmented","1.2","4","","no","no","2022-July-27","2023-June-07","41","CIAT. Valle, Colombia","4208890","GM14039A-1","","plot","5347987","202258DVGST_ciat_rep1_GM14039A-1_503","1","1","503","16","10","test","","12.3695518723143","19.9815837937385","0.8402945","0.4004927","6","43.4188614","30","1","2","1","5","5","2","","3","4","3","5","","1"," (Operator: lizbethpino, Time: )"
